Movie Title,Num of Rating,Avg Rating
Hard Eight (1996),15,4.0
Hard Rain (1998),31,2.9032258064516134
Hard Target (1993),40,2.7
Harlem (1993),4,2.75
Harold and Maude (1971),121,3.8181818181818175
Harriet the Spy (1996),40,2.7
"Hate (Haine, La) (1995)",18,3.5
"Haunted World of Edward D. Wood Jr., The (1995)",15,3.733333333333333
He Walked by Night (1948),1,4.0
Head Above Water (1996),4,3.0
Hear My Song (1991),8,3.25
Hearts and Minds (1996),5,3.8
Heat (1995),223,3.569506726457399
Heathers (1989),171,3.690058479532164
Heaven & Earth (1993),9,2.555555555555556
Heaven's Prisoners (1996),27,2.5185185185185186
Heavenly Creatures (1994),70,3.6714285714285713
Heavy (1995),5,2.4
Heavy Metal (1981),73,3.2602739726027403
Heavyweights (1994),13,2.1538461538461537
Hedd Wyn (1992),1,1.0
Heidi Fleiss: Hollywood Madam (1995) ,13,2.6923076923076925
Hellraiser: Bloodline (1996),18,2.0
Henry V (1989),124,4.137096774193549
Herbie Rides Again (1974),11,2.272727272727273
Hercules (1997),66,3.515151515151515
Here Comes Cookie (1935),1,2.0
Hideaway (1995),9,2.4444444444444446
High Noon (1952),88,4.102272727272728
High School High (1996),29,2.6206896551724137
Higher Learning (1995),30,3.333333333333333
Highlander (1986),153,3.5359477124183005
Highlander III: The Sorcerer (1994),16,2.125
His Girl Friday (1940),56,4.0
Hollow Reed (1996),6,2.333333333333333
Homage (1995),1,1.0
Home Alone (1990),137,3.0875912408759123
Home Alone 3 (1997),19,1.8947368421052633
Home for the Holidays (1995),58,3.155172413793104
Homeward Bound II: Lost in San Francisco (1996),32,2.78125
Homeward Bound: The Incredible Journey (1993),61,3.2131147540983607
Hoodlum (1997),73,2.9315068493150687
Hoop Dreams (1994),117,4.094017094017094
"Horse Whisperer, The (1998)",7,2.7142857142857144
"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",9,4.111111111111111
Hostile Intentions (1994),1,1.0
Hot Shots! Part Deux (1993),68,2.764705882352941
Hotel de Love (1996),4,3.25
"Hour of the Pig, The (1993)",14,3.571428571428572
House Arrest (1996),25,2.52
House Party 3 (1994),9,2.0
"House of Yes, The (1997)",18,3.0
"House of the Spirits, The (1993)",24,3.0416666666666665
Houseguest (1994),24,2.833333333333333
How to Be a Player (1997),21,2.761904761904762
How to Make an American Quilt (1995),71,3.3380281690140845
"Howling, The (1981)",38,3.0263157894736836
"Hudsucker Proxy, The (1994)",110,3.5545454545454547
Hugo Pool (1997),7,3.2857142857142856
"Hunchback of Notre Dame, The (1996)",127,3.377952755905512
"Hungarian Fairy Tale, A (1987)",1,1.0
"Hunt for Red October, The (1990)",227,3.8634361233480177
"Hunted, The (1995)",3,2.0
Hurricane Streets (1998),9,2.6666666666666665
Hush (1998),1,2.0
I Can't Sleep (J'ai pas sommeil) (1994),3,2.6666666666666665
I Don't Want to Talk About It (De eso no se habla) (1993),1,4.0
I Know What You Did Last Summer (1997),100,3.06
I Like It Like That (1994),3,2.333333333333333
I Love Trouble (1994),10,2.5
I Shot Andy Warhol (1996),37,3.3783783783783785
I'll Do Anything (1994),10,2.6
I'm Not Rappaport (1996),17,3.0
"I, Worst of All (Yo, la peor de todas) (1990)",1,1.0
I.Q. (1994),81,3.320987654320988
"Ice Storm, The (1997)",108,3.611111111111111
If Lucy Fell (1996),29,2.7586206896551726
Ill Gotten Gains (1997),3,2.333333333333333
Immortal Beloved (1994),63,3.4603174603174605
In & Out (1997),230,3.3043478260869565
In Love and War (1996),28,3.4285714285714284
In the Army Now (1994),18,2.2777777777777777
In the Bleak Midwinter (1995),16,3.6875
In the Company of Men (1997),66,3.712121212121212
In the Line of Duty 2 (1987),4,2.75
In the Line of Fire (1993),169,3.792899408284024
In the Mouth of Madness (1995),26,2.8846153846153846
In the Name of the Father (1993),102,3.9117647058823533
In the Realm of the Senses (Ai no corrida) (1976),9,2.0
Incognito (1997),10,3.5
Independence Day (ID4) (1996),429,3.438228438228438
Indian Summer (1996),20,3.25
"Indian in the Cupboard, The (1995)",39,2.8205128205128207
Indiana Jones and the Last Crusade (1989),331,3.930513595166163
Infinity (1996),6,2.6666666666666665
"Inkwell, The (1994)",3,3.333333333333333
"Innocent Sleep, The (1995)",2,2.0
"Innocents, The (1961)",4,4.25
"Inspector General, The (1949)",18,3.7222222222222223
Interview with the Vampire (1994),137,3.1824817518248176
Intimate Relations (1996),2,3.0
Inventing the Abbotts (1997),23,3.1304347826086962
"Invitation, The (Zaproszenie) (1986)",1,1.0
"Island of Dr. Moreau, The (1996)",57,2.1578947368421053
It Could Happen to You (1994),46,3.652173913043478
It Happened One Night (1934),81,4.012345679012347
It Takes Two (1995),3,2.6666666666666665
It's My Party (1995),21,3.2857142857142856
It's a Wonderful Life (1946),231,4.121212121212121
JLG/JLG - autoportrait de décembre (1994),1,1.0
Jack (1996),70,3.1428571428571432
Jack and Sarah (1995),7,2.142857142857143
"Jackal, The (1997)",87,3.1494252873563218
Jackie Brown (1997),126,3.6428571428571432
Jackie Chan's First Strike (1996),145,3.2551724137931037
Jade (1995),17,2.294117647058824
James and the Giant Peach (1996),126,3.126984126984127
Jane Eyre (1996),63,3.4761904761904763
Jason's Lyric (1994),8,3.0
Jaws (1975),280,3.775
Jaws 2 (1978),66,2.6666666666666665
Jaws 3-D (1983),16,1.9375
Jean de Florette (1986),64,4.109375
Jefferson in Paris (1995),5,2.0
Jeffrey (1995),34,3.5294117647058822
"Jerky Boys, The (1994)",3,2.6666666666666665
Jerry Maguire (1996),384,3.7109375
Jimmy Hollywood (1994),8,2.875
Jingle All the Way (1996),18,2.1111111111111107
Joe's Apartment (1996),45,2.2444444444444445
Johnny 100 Pesos (1993),2,1.5
Johnny Mnemonic (1995),41,2.6341463414634148
Johns (1996),1,3.0
"Journey of August King, The (1995)",4,2.0
"Joy Luck Club, The (1993)",3,3.6666666666666665
Jude (1996),23,3.0
Judge Dredd (1995),39,2.8974358974358974
Judgment Night (1993),25,2.68
Jumanji (1995),96,3.3125
"Jungle Book, The (1994)",85,3.5647058823529414
Jungle2Jungle (1997),132,2.4393939393939394
Junior (1994),45,3.0222222222222217
Jupiter's Wife (1994),1,4.0
Jurassic Park (1993),261,3.7203065134099615
"Juror, The (1996)",82,2.817073170731707
Jury Duty (1995),14,2.0
Just Cause (1995),28,3.1428571428571432
Kalifornia (1993),59,3.2203389830508478
Kama Sutra: A Tale of Love (1996),22,3.3181818181818183
Kansas City (1996),23,2.260869565217391
Kaspar Hauser (1993),8,4.25
Kazaam (1996),10,1.8
Keys to Tulsa (1997),25,2.24
Kicked in the Head (1997),7,2.571428571428572
Kicking and Screaming (1995),13,2.9230769230769234
"Kid in King Arthur's Court, A (1995)",22,2.727272727272727
Kids (1995),49,3.0612244897959178
Kids in the Hall: Brain Candy (1996),65,3.0769230769230766
Kika (1993),2,2.0
Killer (Bulletproof Heart) (1994),4,2.5
Killer: A Journal of Murder (1995),1,4.0
"Killing Fields, The (1984)",121,4.132231404958676
Killing Zoe (1994),40,3.475
Kim (1950),7,3.2857142857142856
King of New York (1990),1,1.0
King of the Hill (1993),4,3.5
Kingpin (1996),162,3.1296296296296298
"Kiss Me, Guido (1997)",31,3.161290322580645
Kiss of Death (1995),20,2.85
Kiss the Girls (1997),143,3.4615384615384617
Kissed (1996),6,3.0
Kolya (1996),117,3.991452991452992
Koyaanisqatsi (1983),53,3.4905660377358485
Kull the Conqueror (1997),69,2.63768115942029
Kundun (1997),42,3.690476190476191
L.A. Confidential (1997),297,4.161616161616162
Lady of Burlesque (1943),1,4.0
Ladybird Ladybird (1994),4,2.75
Lamerica (1994),4,3.75
Land Before Time III: The Time of the Great Giving (1995) (V),6,1.6666666666666667
Land and Freedom (Tierra y libertad) (1995),1,3.0
Larger Than Life (1996),9,2.333333333333333
Lashou shentan (1992),1,1.0
Lassie (1994),7,2.2857142857142856
Last Action Hero (1993),59,2.7457627118644066
Last Dance (1996),9,3.111111111111111
"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",4,3.0
Last Man Standing (1996),53,2.660377358490566
Last Summer in the Hamptons (1995),3,2.333333333333333
"Last Supper, The (1995)",58,3.4482758620689653
"Last Time I Committed Suicide, The (1997)",7,2.2857142857142856
"Last Time I Saw Paris, The (1954)",3,3.6666666666666665
"Last of the Mohicans, The (1992)",128,3.546875
Late Bloomers (1996),5,3.4
Laura (1944),40,4.1
Lawnmower Man 2: Beyond Cyberspace (1996),21,1.7142857142857142
"Lawnmower Man, The (1992)",65,2.4461538461538463
Lawrence of Arabia (1962),173,4.23121387283237
"Lay of the Land, The (1997)",4,2.5
"Leading Man, The (1996)",4,3.75
Leave It to Beaver (1997),44,1.8409090909090908
Leaving Las Vegas (1995),298,3.697986577181208
Legal Deceit (1997),5,3.4
Legends of the Fall (1994),81,3.45679012345679
"Leopard Son, The (1996)",1,1.0
"Letter From Death Row, A (1998)",3,4.333333333333333
Liar Liar (1997),485,3.156701030927835
Liebelei (1933),1,1.0
"Life Less Ordinary, A (1997)",53,3.0754716981132075
Life with Mikey (1993),7,2.2857142857142856
Lightning Jack (1994),10,3.0
Like Water For Chocolate (Como agua para chocolate) (1992),148,3.8040540540540535
"Line King: Al Hirschfeld, The (1996)",2,3.0
"Lion King, The (1994)",220,3.7818181818181817
Little Big League (1994),16,2.875
Little Buddha (1993),22,3.3181818181818183
Little City (1998),2,3.5
Little Lord Fauntleroy (1936),12,3.1666666666666665
Little Odessa (1994),10,2.6
"Little Princess, A (1995)",41,3.6585365853658534
"Little Princess, The (1939)",9,3.555555555555556
"Little Rascals, The (1994)",18,2.7222222222222223
Little Women (1994),102,3.6764705882352944
Live Nude Girls (1995),23,3.0869565217391304
Living in Oblivion (1995),27,3.7407407407407414
Loaded (1994),5,2.4
Local Hero (1983),63,3.968253968253968
Loch Ness (1995),4,2.5
"Locusts, The (1997)",5,2.0
Lone Star (1996),187,4.053475935828877
"Long Kiss Goodnight, The (1996)",185,3.4702702702702704
Looking for Richard (1996),55,3.727272727272727
Lord of Illusions (1995),24,2.4166666666666665
Losing Chase (1996),8,3.25
Losing Isaiah (1995),12,3.0
Lost Highway (1997),125,3.136
Lost Horizon (1937),34,3.941176470588236
"Lost World: Jurassic Park, The (1997)",158,2.9430379746835444
Lost in Space (1998),18,3.1666666666666665
Lotto Land (1995),1,1.0
Love & Human Remains (1993),12,3.1666666666666665
Love Affair (1994),12,2.833333333333333
"Love Bug, The (1969)",50,2.78
Love Is All There Is (1996),1,3.0
Love Jones (1997),42,3.095238095238096
Love Serenade (1996),4,3.0
Love and Death on Long Island (1997),2,2.5
Love and Other Catastrophes (1996),7,2.8571428571428568
Love and a .45 (1994),8,3.125
Love in the Afternoon (1957),10,3.9
Love! Valour! Compassion! (1997),26,3.615384615384616
Lover's Knot (1996),3,2.0
"Low Down Dirty Shame, A (1994)",10,2.5
"Low Life, The (1994)",1,1.0
M (1931),44,4.0
M*A*S*H (1970),206,3.9126213592233015
M. Butterfly (1993),18,3.2222222222222223
MURDER and murder (1996),1,2.0
Ma vie en rose (My Life in Pink) (1997),20,3.45
"Machine, The (1994)",2,1.5
Mad City (1997),47,3.2553191489361697
Mad Dog Time (1996),1,3.0
Mad Love (1995),13,2.1538461538461537
Madame Butterfly (1995),7,3.571428571428572
Made in America (1993),27,2.5185185185185186
"Madness of King George, The (1994)",91,3.7692307692307687
Madonna: Truth or Dare (1991),17,2.4705882352941178
"Magic Hour, The (1998)",5,3.6
"Magnificent Seven, The (1954)",121,3.9421487603305785
Major Payne (1994),19,2.473684210526316
Malice (1993),46,3.1739130434782608
Mallrats (1995),54,3.4444444444444446
"Maltese Falcon, The (1941)",138,4.210144927536232
Mamma Roma (1962),1,4.0
"Man Who Knew Too Little, The (1997)",52,2.9230769230769234
"Man Who Would Be King, The (1975)",80,4.025
"Man Without a Face, The (1993)",68,3.544117647058824
"Man from Down Under, The (1943)",1,1.0
"Man in the Iron Mask, The (1998)",12,3.4166666666666665
"Man of No Importance, A (1994)",7,3.4285714285714284
Man of the House (1995),9,2.1111111111111107
Man of the Year (1995),9,3.111111111111111
"Manchurian Candidate, The (1962)",131,4.2595419847328255
Manhattan (1979),91,3.7692307692307687
Manhattan Murder Mystery (1993),27,3.6296296296296298
Manny & Lo (1996),13,3.1538461538461537
Manon of the Spring (Manon des sources) (1986),58,4.120689655172414
Margaret's Museum (1995),6,4.0
"Mark of Zorro, The (1940)",13,3.615384615384616
Marked for Death (1990),22,2.5
Marlene Dietrich: Shadow and Light (1996) ,1,5.0
Mars Attacks! (1996),217,2.8479262672811068
Marvin's Room (1996),78,3.58974358974359
Mary Poppins (1964),178,3.724719101123596
Mary Reilly (1996),39,2.8205128205128207
Mary Shelley's Frankenstein (1994),59,3.067796610169492
"Mask, The (1994)",129,3.1937984496124034
Mat' i syn (1997),1,1.0
"MatchMaker, The (1997)",51,3.1764705882352944
Matilda (1996),95,3.2105263157894735
Maverick (1994),128,3.46875
Maximum Risk (1996),20,2.8
Maya Lin: A Strong Clear Vision (1994),4,4.5
"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",8,3.5
McHale's Navy (1997),69,2.188405797101449
Mediterraneo (1991),34,3.6764705882352944
Meet John Doe (1941),25,3.92
Meet Me in St. Louis (1944),31,3.3548387096774195
Meet Wally Sparks (1997),7,2.142857142857143
Men With Guns (1997),2,3.5
Men in Black (1997),303,3.745874587458746
Men of Means (1998),2,2.0
Menace II Society (1993),50,3.46
Mercury Rising (1998),7,3.4285714285714284
Metisse (Café au Lait) (1993),6,2.333333333333333
Metro (1997),36,2.9166666666666665
Miami Rhapsody (1995),15,2.6
Michael (1996),119,3.3193277310924367
Michael Collins (1996),92,3.4565217391304346
Microcosmos: Le peuple de l'herbe (1996),24,3.75
Midnight Dancers (Sibak) (1994),5,2.8
Midnight in the Garden of Good and Evil (1997),80,3.1625
Mighty Aphrodite (1995),184,3.4184782608695654
Mighty Morphin Power Rangers: The Movie (1995),11,2.272727272727273
"Mighty, The (1998)",3,1.0
Milk Money (1994),37,2.72972972972973
Mille bolle blu (1993),1,1.0
Miller's Crossing (1990),89,3.651685393258427
Mimic (1997),101,2.7425742574257432
Mina Tannenbaum (1994),6,3.6666666666666665
Miracle on 34th Street (1994),101,3.722772277227723
Mirage (1995),1,3.0
"Mirror Has Two Faces, The (1996)",66,3.363636363636364
Mission: Impossible (1996),344,3.3139534883720936
"Misérables, Les (1995)",21,3.6190476190476186
Mixed Nuts (1994),15,2.533333333333333
"Modern Affair, A (1995)",1,1.0
Moll Flanders (1996),42,3.5
Mondo (1996),3,3.0
Money Talks (1997),92,2.815217391304348
Money Train (1995),43,2.511627906976744
"Month by the Lake, A (1995)",9,3.333333333333333
Monty Python and the Holy Grail (1974),316,4.066455696202532
Monty Python's Life of Brian (1979),174,3.747126436781609
Moonlight and Valentino (1995),7,2.571428571428572
Mortal Kombat (1995),49,2.877551020408163
Mortal Kombat: Annihilation (1997),43,1.9534883720930232
"Mostro, Il (1994)",1,1.0
Mother (1996),169,3.1301775147929
Mother Night (1996),22,3.1818181818181817
Mouse Hunt (1997),44,2.477272727272727
Mr. Holland's Opus (1995),293,3.778156996587031
Mr. Jones (1993),2,2.5
Mr. Magoo (1997),12,1.9166666666666667
Mr. Smith Goes to Washington (1939),105,4.123809523809523
Mr. Wonderful (1993),4,3.0
Mr. Wrong (1996),23,2.3043478260869565
"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",96,3.9479166666666665
Mrs. Dalloway (1997),15,3.6
Mrs. Doubtfire (1993),192,3.411458333333333
Mrs. Parker and the Vicious Circle (1994),22,3.272727272727273
Mrs. Winterbourne (1996),22,3.0454545454545454
Much Ado About Nothing (1993),176,4.0625
Mulholland Falls (1996),82,2.8780487804878048
Multiplicity (1996),134,2.8358208955223883
Muppet Treasure Island (1996),84,2.761904761904762
Murder at 1600 (1997),218,3.0871559633027523
Murder in the First (1995),60,3.6
"Murder, My Sweet (1944)",9,3.555555555555556
Muriel's Wedding (1994),100,3.55
Mute Witness (1994),17,2.9411764705882355
My Best Friend's Wedding (1997),172,3.36046511627907
My Crazy Life (Mi vida loca) (1993),11,3.1818181818181817
My Fair Lady (1964),125,3.8160000000000003
My Family (1995),21,3.6666666666666665
My Favorite Season (1993),3,3.6666666666666665
My Favorite Year (1982),62,3.532258064516129
My Fellow Americans (1996),86,3.1627906976744184
My Left Foot (1989),121,3.851239669421488
My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),2,2.0
My Life as a Dog (Mitt liv som hund) (1985),93,3.9784946236559136
My Man Godfrey (1936),27,4.037037037037037
My Own Private Idaho (1991),30,3.633333333333333
Mystery Science Theater 3000: The Movie (1996),130,3.4307692307692306
Nadja (1994),8,2.25
Naked (1993),25,3.24
Naked Gun 33 1/3: The Final Insult (1994),69,2.782608695652174
Naked in New York (1994),2,1.5
National Lampoon's Senior Trip (1995),7,2.4285714285714284
Natural Born Killers (1994),128,2.953125
Nell (1994),81,3.4814814814814814
Nelly & Monsieur Arnaud (1995),3,3.6666666666666665
Nemesis 2: Nebula (1995),1,2.0
"Neon Bible, The (1995)",4,1.75
"Net, The (1995)",120,3.0083333333333333
"NeverEnding Story III, The (1994)",12,2.1666666666666665
"New Age, The (1994)",1,1.0
New Jersey Drive (1995),2,3.0
New York Cop (1996),2,2.5
"Newton Boys, The (1998)",4,3.0
"Next Karate Kid, The (1994)",9,2.4444444444444446
"Next Step, The (1995)",1,3.0
"Niagara, Niagara (1997)",1,2.0
Nick of Time (1995),44,3.0454545454545454
Nico Icon (1995),2,4.0
Night Falls on Manhattan (1997),32,3.375
Night Flier (1997),7,3.7142857142857135
Night of the Living Dead (1968),64,3.421875
Night on Earth (1991),36,3.8333333333333335
"Nightmare Before Christmas, The (1993)",143,3.5874125874125875
"Nightmare on Elm Street, A (1984)",111,3.1711711711711716
Nightwatch (1997),3,3.0
Nikita (La Femme Nikita) (1990),127,4.007874015748032
Nil By Mouth (1997),4,2.0
Nina Takes a Lover (1994),6,2.833333333333333
Nine Months (1995),58,2.931034482758621
Ninotchka (1939),26,3.7692307692307687
Nixon (1995),90,3.1222222222222222
No Escape (1994),5,2.4
Nobody Loves Me (Keiner liebt mich) (1994),1,1.0
Nobody's Fool (1994),46,3.608695652173913
Normal Life (1996),1,3.0
North (1994),7,2.7142857142857144
North by Northwest (1959),179,4.284916201117318
"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",54,3.555555555555556
Nosferatu a Venezia (1986),3,2.333333333333333
Nothing Personal (1995),1,2.0
Nothing to Lose (1994),7,3.2857142857142856
Notorious (1946),52,4.115384615384615
Now and Then (1995),24,3.458333333333333
Nowhere (1997),3,2.333333333333333
"Nutty Professor, The (1996)",163,2.914110429447853
Nénette et Boni (1996),6,3.5
"Object of My Affection, The (1998)",1,4.0
Of Human Bondage (1934),5,3.2
Of Love and Shadows (1994),6,3.1666666666666665
Office Killer (1997),1,1.0
"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",5,2.6
"Old Man and the Sea, The (1958)",32,3.34375
Old Yeller (1957),64,3.484375
Oliver & Company (1988),22,2.772727272727273
"Omen, The (1976)",85,3.388235294117647
On Golden Pond (1981),106,3.5566037735849063
Once Upon a Time in America (1984),50,3.4
Once Upon a Time in the West (1969),38,3.8684210526315783
Once Upon a Time... When We Were Colored (1995),28,3.2857142857142856
Once Were Warriors (1994),31,4.064516129032258
One Fine Day (1996),112,3.2321428571428568
One Flew Over the Cuckoo's Nest (1975),264,4.291666666666667
One Night Stand (1997),15,3.466666666666667
Only You (1994),39,3.1538461538461537
Open Season (1996),2,2.5
Operation Dumbo Drop (1995),31,2.5161290322580645
Original Gangstas (1996),7,2.142857142857143
Orlando (1993),34,3.6176470588235294
Oscar & Lucinda (1997),21,3.1904761904761907
Othello (1995),72,3.611111111111111
"Other Voices, Other Rooms (1997)",1,3.0
Out to Sea (1997),19,2.6842105263157894
Outbreak (1995),104,3.2403846153846154
"Outlaw, The (1943)",2,2.5
"Pagemaster, The (1994)",12,2.25
"Pallbearer, The (1996)",22,2.3181818181818183
Palmetto (1998),14,3.1428571428571432
Palookaville (1996),13,2.9230769230769234
Panther (1995),5,2.4
"Paper, The (1994)",40,3.225
Paradise Lost: The Child Murders at Robin Hood Hills (1996),20,4.05
Paradise Road (1997),7,3.2857142857142856
"Parent Trap, The (1961)",73,3.095890410958904
Paris Is Burning (1990),27,3.814814814814815
Paris Was a Woman (1995),1,3.0
"Paris, France (1993)",3,2.333333333333333
"Paris, Texas (1984)",46,3.5434782608695654
Party Girl (1995),16,2.875
Passion Fish (1992),28,3.1785714285714284
Pather Panchali (1955),8,4.625
Paths of Glory (1957),33,4.212121212121212
Patton (1970),136,3.9926470588235294
"Peacemaker, The (1997)",136,3.272058823529412
Penny Serenade (1941),8,3.0
"People vs. Larry Flynt, The (1996)",215,3.5953488372093023
"Perez Family, The (1995)",14,2.642857142857143
"Perfect Candidate, A (1996)",4,4.0
"Perfect World, A (1993)",50,3.68
Persuasion (1995),44,4.045454545454546
"Pest, The (1997)",8,1.875
Pete's Dragon (1977),43,2.7209302325581395
"Phantom, The (1996)",80,2.575
Phantoms (1998),13,2.230769230769231
Pharaoh's Army (1995),1,1.0
Phat Beach (1996),5,1.6
Phenomenon (1996),244,3.557377049180328
Philadelphia (1993),137,3.854014598540146
"Philadelphia Story, The (1940)",104,4.115384615384615
"Piano, The (1993)",168,3.6011904761904763
Picnic (1955),18,3.611111111111111
Picture Bride (1995),10,3.1
Picture Perfect (1997),81,2.962962962962963
Pie in the Sky (1995),4,2.0
"Pillow Book, The (1995)",26,3.692307692307693
Pink Floyd - The Wall (1982),114,3.3508771929824563
Pinocchio (1940),101,3.6732673267326734
Platoon (1986),127,3.692913385826772
Playing God (1997),43,2.627906976744186
Pocahontas (1995),51,2.5294117647058822
Poetic Justice (1993),9,2.7777777777777777
Poison Ivy II (1995),13,2.1538461538461537
Police Story 4: Project S (Chao ji ji hua) (1993),1,1.0
Pollyanna (1960),27,3.1481481481481484
"Pompatus of Love, The (1996)",7,3.0
Ponette (1996),10,3.3
"Portrait of a Lady, The (1996)",25,2.68
"Postino, Il (1994)",183,3.9672131147540974
"Postman, The (1997)",58,3.2241379310344827
Powder (1995),48,3.208333333333333
Power 98 (1995),1,1.0
"Preacher's Wife, The (1996)",68,2.9264705882352944
Prefontaine (1997),3,5.0
Pretty Woman (1990),164,3.3231707317073167
"Price Above Rubies, A (1998)",3,3.333333333333333
Priest (1994),40,4.0
Primal Fear (1996),178,3.6011235955056184
Primary Colors (1998),13,3.9230769230769234
"Princess Bride, The (1987)",324,4.1728395061728385
Princess Caraboo (1994),15,3.1333333333333333
Prisoner of the Mountains (Kavkazsky Plennik) (1996),5,3.0
Private Benjamin (1980),67,2.955223880597015
Private Parts (1997),100,3.53
"Professional, The (1994)",149,3.704697986577181
"Program, The (1993)",31,2.838709677419355
"Promesse, La (1996)",6,3.333333333333333
"Promise, The (Versprechen, Das) (1994)",1,1.0
"Prophecy II, The (1998)",20,2.7
"Prophecy, The (1995)",32,2.9375
Psycho (1960),239,4.100418410041842
Pulp Fiction (1994),394,4.060913705583757
Pump Up the Volume (1990),79,3.4177215189873418
Purple Noon (1960),7,3.1428571428571432
Pushing Hands (1992),2,2.0
"Pyromaniac's Love Story, A (1995)",7,2.4285714285714284
Quartier Mozart (1992),1,1.0
"Queen Margot (Reine Margot, La) (1994)",24,3.5
"Quest, The (1996)",27,2.5185185185185186
"Quick and the Dead, The (1995)",48,3.208333333333333
"Quiet Man, The (1952)",67,4.029850746268656
"Quiet Room, The (1996)",3,3.6666666666666665
Quiz Show (1994),175,3.645714285714286
Race the Sun (1996),5,2.8
Radioland Murders (1994),12,3.333333333333333
Raging Bull (1980),116,4.120689655172414
Raiders of the Lost Ark (1981),420,4.2523809523809515
"Rainmaker, The (1997)",145,3.6
Raise the Red Lantern (1991),58,4.155172413793103
Raising Arizona (1987),256,3.875
Ran (1985),70,4.1
Ransom (1996),267,3.644194756554307
Raw Deal (1948),1,2.0
Ready to Wear (Pret-A-Porter) (1994),18,1.8333333333333333
Real Genius (1985),119,3.6638655462184873
Reality Bites (1994),77,2.9610389610389616
Rear Window (1954),209,4.3875598086124405
Rebecca (1940),66,3.9696969696969697
Rebel Without a Cause (1955),90,3.855555555555556
Reckless (1995),8,2.75
Red Corner (1997),57,3.3859649122807016
"Red Firecracker, Green Firecracker (1994)",13,3.4615384615384617
Red Rock West (1992),52,3.5961538461538463
"Ref, The (1994)",58,3.034482758620689
Relative Fear (1994),3,1.6666666666666667
"Relic, The (1997)",25,2.88
"Reluctant Debutante, The (1958)",1,3.0
"Remains of the Day, The (1993)",150,3.94
Renaissance Man (1994),43,3.0
"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",3,3.333333333333333
Rent-a-Kid (1995),8,3.0
"Replacement Killers, The (1998)",39,3.3076923076923075
Reservoir Dogs (1992),148,3.9864864864864864
Restoration (1995),71,3.4647887323943665
"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",44,3.772727272727273
Return of the Jedi (1983),507,4.007889546351085
"Return of the Pink Panther, The (1974)",92,3.5543478260869565
Rhyme & Reason (1997),5,2.2
"Rich Man's Wife, The (1996)",15,2.4
Richard III (1995),89,3.831460674157303
Richie Rich (1994),21,2.4285714285714284
Ridicule (1996),44,3.704545454545455
"Right Stuff, The (1983)",157,3.917197452229299
Ripe (1996),1,2.0
Rising Sun (1993),43,2.9069767441860463
"River Wild, The (1994)",146,3.1438356164383565
"Road to Wellville, The (1994)",17,2.294117647058824
Rob Roy (1995),92,3.565217391304348
Robert A. Heinlein's The Puppet Masters (1994),18,3.0
Robin Hood: Men in Tights (1993),56,2.5892857142857144
Robin Hood: Prince of Thieves (1991),75,3.2266666666666666
Robocop 3 (1993),11,1.7272727272727273
"Rock, The (1996)",378,3.693121693121693
Rocket Man (1997),49,2.4081632653061225
Roman Holiday (1953),68,4.102941176470588
Romeo Is Bleeding (1993),37,3.0
Romper Stomper (1992),5,3.0
Romy and Michele's High School Reunion (1997),98,3.0612244897959178
"Room with a View, A (1986)",134,3.985074626865672
Roommates (1995),13,3.2307692307692313
Roseanna's Grave (For Roseanna) (1997),5,2.8
Rosencrantz and Guildenstern Are Dead (1990),90,3.888888888888889
Rosewood (1997),114,3.6666666666666665
Rough Magic (1995),2,2.5
Ruby in Paradise (1993),23,3.1304347826086962
Rudy (1993),64,3.3125
"Ruling Class, The (1972)",16,3.875
Rumble in the Bronx (1995),174,3.4482758620689653
"Run of the Country, The (1995)",4,3.25
S.F.W. (1994),2,3.0
Sabrina (1954),64,3.796875
Sabrina (1995),190,3.5
Safe (1995),13,4.0
Safe Passage (1994),2,3.0
"Saint of Fort Washington, The (1993)",2,5.0
"Saint, The (1997)",316,3.123417721518988
Salut cousin! (1996),2,2.0
"Santa Clause, The (1994)",82,3.097560975609756
Santa with Muscles (1996),2,5.0
"Savage Nights (Nuits fauves, Les) (1992)",3,3.0
"Scarlet Letter, The (1926)",2,3.0
"Scarlet Letter, The (1995)",5,2.4
Schindler's List (1993),298,4.466442953020135
Schizopolis (1996),4,3.0
"Scout, The (1994)",12,2.6666666666666665
Scream (1996),478,3.44142259414226
Scream 2 (1997),106,3.2169811320754715
Scream of Stone (Schrei aus Stein) (1991),1,3.0
Screamers (1995),46,2.652173913043478
"Search for One-eye Jimmy, The (1996)",3,2.6666666666666665
Searching for Bobby Fischer (1993),138,3.9057971014492754
"Second Jungle Book: Mowgli & Baloo, The (1997)",6,2.0
"Secret Adventures of Tom Thumb, The (1993)",5,2.6
"Secret Agent, The (1996)",6,3.0
"Secret Garden, The (1993)",79,3.5443037974683542
